"","cty","STATE","FIPS","staTeabb","county","matchfield"
"2004","Foster","North Dakota","38031","ND","FOSTER","FOSTER ND"
"2005","Golden Valley","North Dakota","38033","ND","GOLDEN VALLEY","GOLDEN VALLEY ND"
"2006","Grand Forks","North Dakota","38035","ND","GRAND FORKS","GRAND FORKS ND"
"2007","Grant","North Dakota","38037","ND","GRANT","GRANT ND"
"2008","Griggs","North Dakota","38039","ND","GRIGGS","GRIGGS ND"
"2009","Hettinger","North Dakota","38041","ND","HETTINGER","HETTINGER ND"
"2010","Kidder","North Dakota","38043","ND","KIDDER","KIDDER ND"
"2011","LaMoure","North Dakota","38045","ND","LAMOURE","LAMOURE ND"
"2012","Logan","North Dakota","38047","ND","LOGAN","LOGAN ND"
"2013","McHenry","North Dakota","38049","ND","MCHENRY","MCHENRY ND"
"2014","McIntosh","North Dakota","38051","ND","MCINTOSH","MCINTOSH ND"
"2015","McKenzie","North Dakota","38053","ND","MCKENZIE","MCKENZIE ND"
"2016","McLean","North Dakota","38055","ND","MCLEAN","MCLEAN ND"
"2017","Mercer","North Dakota","38057","ND","MERCER","MERCER ND"
"2018","Morton","North Dakota","38059","ND","MORTON","MORTON ND"
"2019","Mountrail","North Dakota","38061","ND","MOUNTRAIL","MOUNTRAIL ND"
"2020","Nelson","North Dakota","38063","ND","NELSON","NELSON ND"
"2021","Oliver","North Dakota","38065","ND","OLIVER","OLIVER ND"
"2022","Pembina","North Dakota","38067","ND","PEMBINA","PEMBINA ND"
"2023","Pierce","North Dakota","38069","ND","PIERCE","PIERCE ND"
"2024","Ramsey","North Dakota","38071","ND","RAMSEY","RAMSEY ND"
"2025","Ransom","North Dakota","38073","ND","RANSOM","RANSOM ND"
"2026","Renville","North Dakota","38075","ND","RENVILLE","RENVILLE ND"
"2027","Richland","North Dakota","38077","ND","RICHLAND","RICHLAND ND"
"2028","Rolette","North Dakota","38079","ND","ROLETTE","ROLETTE ND"
"2029","Sargent","North Dakota","38081","ND","SARGENT","SARGENT ND"
"2030","Sheridan","North Dakota","38083","ND","SHERIDAN","SHERIDAN ND"
"2031","Sioux","North Dakota","38085","ND","SIOUX","SIOUX ND"
"2032","Slope","North Dakota","38087","ND","SLOPE","SLOPE ND"
"2033","Stark","North Dakota","38089","ND","STARK","STARK ND"
"2034","Steele","North Dakota","38091","ND","STEELE","STEELE ND"
"2035","Stutsman","North Dakota","38093","ND","STUTSMAN","STUTSMAN ND"
"2036","Towner","North Dakota","38095","ND","TOWNER","TOWNER ND"
"2037","Traill","North Dakota","38097","ND","TRAILL","TRAILL ND"
"2038","Walsh","North Dakota","38099","ND","WALSH","WALSH ND"
"2039","Ward","North Dakota","38101","ND","WARD","WARD ND"
"2040","Wells","North Dakota","38103","ND","WELLS","WELLS ND"
"2041","Williams","North Dakota","38105","ND","WILLIAMS","WILLIAMS ND"
"2042","Adams","Ohio","39001","OH","ADAMS","ADAMS OH"
"2043","Allen","Ohio","39003","OH","ALLEN","ALLEN OH"
"2044","Ashland","Ohio","39005","OH","ASHLAND","ASHLAND OH"
"2045","Ashtabula","Ohio","39007","OH","ASHTABULA","ASHTABULA OH"
"2046","Athens","Ohio","39009","OH","ATHENS","ATHENS OH"
"2047","Auglaize","Ohio","39011","OH","AUGLAIZE","AUGLAIZE OH"
"2048","Belmont","Ohio","39013","OH","BELMONT","BELMONT OH"
"2049","Brown","Ohio","39015","OH","BROWN","BROWN OH"
"2050","Butler","Ohio","39017","OH","BUTLER","BUTLER OH"
"2051","Carroll","Ohio","39019","OH","CARROLL","CARROLL OH"
"2052","Champaign","Ohio","39021","OH","CHAMPAIGN","CHAMPAIGN OH"
"2053","Clark","Ohio","39023","OH","CLARK","CLARK OH"
"2054","Clermont","Ohio","39025","OH","CLERMONT","CLERMONT OH"
"2055","Clinton","Ohio","39027","OH","CLINTON","CLINTON OH"
"2056","Columbiana","Ohio","39029","OH","COLUMBIANA","COLUMBIANA OH"
"2057","Coshocton","Ohio","39031","OH","COSHOCTON","COSHOCTON OH"
"2058","Crawford","Ohio","39033","OH","CRAWFORD","CRAWFORD OH"
"2059","Cuyahoga","Ohio","39035","OH","CUYAHOGA","CUYAHOGA OH"
"2060","Darke","Ohio","39037","OH","DARKE","DARKE OH"
"2061","Defiance","Ohio","39039","OH","DEFIANCE","DEFIANCE OH"
"2062","Delaware","Ohio","39041","OH","DELAWARE","DELAWARE OH"
"2063","Erie","Ohio","39043","OH","ERIE","ERIE OH"
"2064","Fairfield","Ohio","39045","OH","FAIRFIELD","FAIRFIELD OH"
"2065","Fayette","Ohio","39047","OH","FAYETTE","FAYETTE OH"
"2066","Franklin","Ohio","39049","OH","FRANKLIN","FRANKLIN OH"
"2067","Fulton","Ohio","39051","OH","FULTON","FULTON OH"
"2068","Gallia","Ohio","39053","OH","GALLIA","GALLIA OH"
"2069","Geauga","Ohio","39055","OH","GEAUGA","GEAUGA OH"
"2070","Greene","Ohio","39057","OH","GREENE","GREENE OH"
"2071","Guernsey","Ohio","39059","OH","GUERNSEY","GUERNSEY OH"
"2072","Hamilton","Ohio","39061","OH","HAMILTON","HAMILTON OH"
"2073","Hancock","Ohio","39063","OH","HANCOCK","HANCOCK OH"
"2074","Hardin","Ohio","39065","OH","HARDIN","HARDIN OH"
"2075","Harrison","Ohio","39067","OH","HARRISON","HARRISON OH"
"2076","Henry","Ohio","39069","OH","HENRY","HENRY OH"
"2077","Highland","Ohio","39071","OH","HIGHLAND","HIGHLAND OH"
"2078","Hocking","Ohio","39073","OH","HOCKING","HOCKING OH"
"2079","Holmes","Ohio","39075","OH","HOLMES","HOLMES OH"
"2080","Huron","Ohio","39077","OH","HURON","HURON OH"
"2081","Jackson","Ohio","39079","OH","JACKSON","JACKSON OH"
"2082","Jefferson","Ohio","39081","OH","JEFFERSON","JEFFERSON OH"
"2083","Knox","Ohio","39083","OH","KNOX","KNOX OH"
"2084","Lake","Ohio","39085","OH","LAKE","LAKE OH"
"2085","Lawrence","Ohio","39087","OH","LAWRENCE","LAWRENCE OH"
"2086","Licking","Ohio","39089","OH","LICKING","LICKING OH"
"2087","Logan","Ohio","39091","OH","LOGAN","LOGAN OH"
"2088","Lorain","Ohio","39093","OH","LORAIN","LORAIN OH"
"2089","Lucas","Ohio","39095","OH","LUCAS","LUCAS OH"
"2090","Madison","Ohio","39097","OH","MADISON","MADISON OH"
"2091","Mahoning","Ohio","39099","OH","MAHONING","MAHONING OH"
"2092","Marion","Ohio","39101","OH","MARION","MARION OH"
"2093","Medina","Ohio","39103","OH","MEDINA","MEDINA OH"
"2094","Meigs","Ohio","39105","OH","MEIGS","MEIGS OH"
"2095","Mercer","Ohio","39107","OH","MERCER","MERCER OH"
"2096","Miami","Ohio","39109","OH","MIAMI","MIAMI OH"
"2097","Monroe","Ohio","39111","OH","MONROE","MONROE OH"
"2098","Montgomery","Ohio","39113","OH","MONTGOMERY","MONTGOMERY OH"
"2099","Morgan","Ohio","39115","OH","MORGAN","MORGAN OH"
"2100","Morrow","Ohio","39117","OH","MORROW","MORROW OH"
"2101","Muskingum","Ohio","39119","OH","MUSKINGUM","MUSKINGUM OH"
"2102","Noble","Ohio","39121","OH","NOBLE","NOBLE OH"
"2103","Ottawa","Ohio","39123","OH","OTTAWA","OTTAWA OH"
"2104","Paulding","Ohio","39125","OH","PAULDING","PAULDING OH"
"2105","Perry","Ohio","39127","OH","PERRY","PERRY OH"
"2106","Pickaway","Ohio","39129","OH","PICKAWAY","PICKAWAY OH"
"2107","Pike","Ohio","39131","OH","PIKE","PIKE OH"
"2108","Portage","Ohio","39133","OH","PORTAGE","PORTAGE OH"
"2109","Preble","Ohio","39135","OH","PREBLE","PREBLE OH"
"2110","Putnam","Ohio","39137","OH","PUTNAM","PUTNAM OH"
"2111","Richland","Ohio","39139","OH","RICHLAND","RICHLAND OH"
"2112","Ross","Ohio","39141","OH","ROSS","ROSS OH"
"2113","Sandusky","Ohio","39143","OH","SANDUSKY","SANDUSKY OH"
"2114","Scioto","Ohio","39145","OH","SCIOTO","SCIOTO OH"
"2115","Seneca","Ohio","39147","OH","SENECA","SENECA OH"
"2116","Shelby","Ohio","39149","OH","SHELBY","SHELBY OH"
"2117","Stark","Ohio","39151","OH","STARK","STARK OH"
"2118","Summit","Ohio","39153","OH","SUMMIT","SUMMIT OH"
"2119","Trumbull","Ohio","39155","OH","TRUMBULL","TRUMBULL OH"
"2120","Tuscarawas","Ohio","39157","OH","TUSCARAWAS","TUSCARAWAS OH"
"2121","Union","Ohio","39159","OH","UNION","UNION OH"
"2122","Van Wert","Ohio","39161","OH","VAN WERT","VAN WERT OH"
"2123","Vinton","Ohio","39163","OH","VINTON","VINTON OH"
"2124","Warren","Ohio","39165","OH","WARREN","WARREN OH"
"2125","Washington","Ohio","39167","OH","WASHINGTON","WASHINGTON OH"
"2126","Wayne","Ohio","39169","OH","WAYNE","WAYNE OH"
"2127","Williams","Ohio","39171","OH","WILLIAMS","WILLIAMS OH"
"2128","Wood","Ohio","39173","OH","WOOD","WOOD OH"
"2129","Wyandot","Ohio","39175","OH","WYANDOT","WYANDOT OH"
"2130","Adair","Oklahoma","40001","OK","ADAIR","ADAIR OK"
"2131","Alfalfa","Oklahoma","40003","OK","ALFALFA","ALFALFA OK"
"2132","Atoka","Oklahoma","40005","OK","ATOKA","ATOKA OK"
"2133","Beaver","Oklahoma","40007","OK","BEAVER","BEAVER OK"
"2134","Beckham","Oklahoma","40009","OK","BECKHAM","BECKHAM OK"
"2135","Blaine","Oklahoma","40011","OK","BLAINE","BLAINE OK"
"2136","Bryan","Oklahoma","40013","OK","BRYAN","BRYAN OK"
"2137","Caddo","Oklahoma","40015","OK","CADDO","CADDO OK"
"2138","Canadian","Oklahoma","40017","OK","CANADIAN","CANADIAN OK"
"2139","Carter","Oklahoma","40019","OK","CARTER","CARTER OK"
"2140","Cherokee","Oklahoma","40021","OK","CHEROKEE","CHEROKEE OK"
"2141","Choctaw","Oklahoma","40023","OK","CHOCTAW","CHOCTAW OK"
"2142","Cimarron","Oklahoma","40025","OK","CIMARRON","CIMARRON OK"
"2143","Cleveland","Oklahoma","40027","OK","CLEVELAND","CLEVELAND OK"
"2144","Coal","Oklahoma","40029","OK","COAL","COAL OK"
"2145","Comanche","Oklahoma","40031","OK","COMANCHE","COMANCHE OK"
"2146","Cotton","Oklahoma","40033","OK","COTTON","COTTON OK"
"2147","Craig","Oklahoma","40035","OK","CRAIG","CRAIG OK"
"2148","Creek","Oklahoma","40037","OK","CREEK","CREEK OK"
"2149","Custer","Oklahoma","40039","OK","CUSTER","CUSTER OK"
"2150","Delaware","Oklahoma","40041","OK","DELAWARE","DELAWARE OK"
"2151","Dewey","Oklahoma","40043","OK","DEWEY","DEWEY OK"
"2152","Ellis","Oklahoma","40045","OK","ELLIS","ELLIS OK"
"2153","Garfield","Oklahoma","40047","OK","GARFIELD","GARFIELD OK"
"2154","Garvin","Oklahoma","40049","OK","GARVIN","GARVIN OK"
"2155","Grady","Oklahoma","40051","OK","GRADY","GRADY OK"
"2156","Grant","Oklahoma","40053","OK","GRANT","GRANT OK"
"2157","Greer","Oklahoma","40055","OK","GREER","GREER OK"
"2158","Harmon","Oklahoma","40057","OK","HARMON","HARMON OK"
"2159","Harper","Oklahoma","40059","OK","HARPER","HARPER OK"
"2160","Haskell","Oklahoma","40061","OK","HASKELL","HASKELL OK"
"2161","Hughes","Oklahoma","40063","OK","HUGHES","HUGHES OK"
"2162","Jackson","Oklahoma","40065","OK","JACKSON","JACKSON OK"
"2163","Jefferson","Oklahoma","40067","OK","JEFFERSON","JEFFERSON OK"
"2164","Johnston","Oklahoma","40069","OK","JOHNSTON","JOHNSTON OK"
"2165","Kay","Oklahoma","40071","OK","KAY","KAY OK"
"2166","Kingfisher","Oklahoma","40073","OK","KINGFISHER","KINGFISHER OK"
"2167","Kiowa","Oklahoma","40075","OK","KIOWA","KIOWA OK"
"2168","Latimer","Oklahoma","40077","OK","LATIMER","LATIMER OK"
"2169","Le Flore","Oklahoma","40079","OK","LE FLORE","LE FLORE OK"
"2170","Lincoln","Oklahoma","40081","OK","LINCOLN","LINCOLN OK"
"2171","Logan","Oklahoma","40083","OK","LOGAN","LOGAN OK"
"2172","Love","Oklahoma","40085","OK","LOVE","LOVE OK"
"2173","McClain","Oklahoma","40087","OK","MCCLAIN","MCCLAIN OK"
"2174","McCurtain","Oklahoma","40089","OK","MCCURTAIN","MCCURTAIN OK"
"2175","McIntosh","Oklahoma","40091","OK","MCINTOSH","MCINTOSH OK"
"2176","Major","Oklahoma","40093","OK","MAJOR","MAJOR OK"
"2177","Marshall","Oklahoma","40095","OK","MARSHALL","MARSHALL OK"
"2178","Mayes","Oklahoma","40097","OK","MAYES","MAYES OK"
"2179","Murray","Oklahoma","40099","OK","MURRAY","MURRAY OK"
"2180","Muskogee","Oklahoma","40101","OK","MUSKOGEE","MUSKOGEE OK"
"2181","Noble","Oklahoma","40103","OK","NOBLE","NOBLE OK"
"2182","Nowata","Oklahoma","40105","OK","NOWATA","NOWATA OK"
"2183","Okfuskee","Oklahoma","40107","OK","OKFUSKEE","OKFUSKEE OK"
"2184","Oklahoma","Oklahoma","40109","OK","OKLAHOMA","OKLAHOMA OK"
"2185","Okmulgee","Oklahoma","40111","OK","OKMULGEE","OKMULGEE OK"
"2186","Osage","Oklahoma","40113","OK","OSAGE","OSAGE OK"
"2187","Ottawa","Oklahoma","40115","OK","OTTAWA","OTTAWA OK"
"2188","Pawnee","Oklahoma","40117","OK","PAWNEE","PAWNEE OK"
"2189","Payne","Oklahoma","40119","OK","PAYNE","PAYNE OK"
"2190","Pittsburg","Oklahoma","40121","OK","PITTSBURG","PITTSBURG OK"
"2191","Pontotoc","Oklahoma","40123","OK","PONTOTOC","PONTOTOC OK"
"2192","Pottawatomie","Oklahoma","40125","OK","POTTAWATOMIE","POTTAWATOMIE OK"
"2193","Pushmataha","Oklahoma","40127","OK","PUSHMATAHA","PUSHMATAHA OK"
"2194","Roger Mills","Oklahoma","40129","OK","ROGER MILLS","ROGER MILLS OK"
"2195","Rogers","Oklahoma","40131","OK","ROGERS","ROGERS OK"
"2196","Seminole","Oklahoma","40133","OK","SEMINOLE","SEMINOLE OK"
"2197","Sequoyah","Oklahoma","40135","OK","SEQUOYAH","SEQUOYAH OK"
"2198","Stephens","Oklahoma","40137","OK","STEPHENS","STEPHENS OK"
"2199","Texas","Oklahoma","40139","OK","TEXAS","TEXAS OK"
"2200","Tillman","Oklahoma","40141","OK","TILLMAN","TILLMAN OK"
"2201","Tulsa","Oklahoma","40143","OK","TULSA","TULSA OK"
"2202","Wagoner","Oklahoma","40145","OK","WAGONER","WAGONER OK"
"2203","Washington","Oklahoma","40147","OK","WASHINGTON","WASHINGTON OK"
"2204","Washita","Oklahoma","40149","OK","WASHITA","WASHITA OK"
"2205","Woods","Oklahoma","40151","OK","WOODS","WOODS OK"
"2206","Woodward","Oklahoma","40153","OK","WOODWARD","WOODWARD OK"
"2207","Baker","Oregon","41001","OR","BAKER","BAKER OR"
"2208","Benton","Oregon","41003","OR","BENTON","BENTON OR"
"2209","Clackamas","Oregon","41005","OR","CLACKAMAS","CLACKAMAS OR"
"2210","Clatsop","Oregon","41007","OR","CLATSOP","CLATSOP OR"
"2211","Columbia","Oregon","41009","OR","COLUMBIA","COLUMBIA OR"
"2212","Coos","Oregon","41011","OR","COOS","COOS OR"
"2213","Crook","Oregon","41013","OR","CROOK","CROOK OR"
"2214","Curry","Oregon","41015","OR","CURRY","CURRY OR"
"2215","Deschutes","Oregon","41017","OR","DESCHUTES","DESCHUTES OR"
"2216","Douglas","Oregon","41019","OR","DOUGLAS","DOUGLAS OR"
"2217","Gilliam","Oregon","41021","OR","GILLIAM","GILLIAM OR"
"2218","Grant","Oregon","41023","OR","GRANT","GRANT OR"
"2219","Harney","Oregon","41025","OR","HARNEY","HARNEY OR"
"2220","Hood River","Oregon","41027","OR","HOOD RIVER","HOOD RIVER OR"
"2221","Jackson","Oregon","41029","OR","JACKSON","JACKSON OR"
"2222","Jefferson","Oregon","41031","OR","JEFFERSON","JEFFERSON OR"
"2223","Josephine","Oregon","41033","OR","JOSEPHINE","JOSEPHINE OR"
"2224","Klamath","Oregon","41035","OR","KLAMATH","KLAMATH OR"
"2225","Lake","Oregon","41037","OR","LAKE","LAKE OR"
"2226","Lane","Oregon","41039","OR","LANE","LANE OR"
"2227","Lincoln","Oregon","41041","OR","LINCOLN","LINCOLN OR"
"2228","Linn","Oregon","41043","OR","LINN","LINN OR"
"2229","Malheur","Oregon","41045","OR","MALHEUR","MALHEUR OR"
"2230","Marion","Oregon","41047","OR","MARION","MARION OR"
"2231","Morrow","Oregon","41049","OR","MORROW","MORROW OR"
"2232","Multnomah","Oregon","41051","OR","MULTNOMAH","MULTNOMAH OR"
"2233","Polk","Oregon","41053","OR","POLK","POLK OR"
"2234","Sherman","Oregon","41055","OR","SHERMAN","SHERMAN OR"
"2235","Tillamook","Oregon","41057","OR","TILLAMOOK","TILLAMOOK OR"
"2236","Umatilla","Oregon","41059","OR","UMATILLA","UMATILLA OR"
"2237","Union","Oregon","41061","OR","UNION","UNION OR"
"2238","Wallowa","Oregon","41063","OR","WALLOWA","WALLOWA OR"
"2239","Wasco","Oregon","41065","OR","WASCO","WASCO OR"
"2240","Washington","Oregon","41067","OR","WASHINGTON","WASHINGTON OR"
"2241","Wheeler","Oregon","41069","OR","WHEELER","WHEELER OR"
"2242","Yamhill","Oregon","41071","OR","YAMHILL","YAMHILL OR"
"2243","Adams","Pennsylvania","42001","PA","ADAMS","ADAMS PA"
"2244","Allegheny","Pennsylvania","42003","PA","ALLEGHENY","ALLEGHENY PA"
"2245","Armstrong","Pennsylvania","42005","PA","ARMSTRONG","ARMSTRONG PA"
"2246","Beaver","Pennsylvania","42007","PA","BEAVER","BEAVER PA"
"2247","Bedford","Pennsylvania","42009","PA","BEDFORD","BEDFORD PA"
"2248","Berks","Pennsylvania","42011","PA","BERKS","BERKS PA"
"2249","Blair","Pennsylvania","42013","PA","BLAIR","BLAIR PA"
"2250","Bradford","Pennsylvania","42015","PA","BRADFORD","BRADFORD PA"
"2251","Bucks","Pennsylvania","42017","PA","BUCKS","BUCKS PA"
"2252","Butler","Pennsylvania","42019","PA","BUTLER","BUTLER PA"
"2253","Cambria","Pennsylvania","42021","PA","CAMBRIA","CAMBRIA PA"
"2254","Cameron","Pennsylvania","42023","PA","CAMERON","CAMERON PA"
"2255","Carbon","Pennsylvania","42025","PA","CARBON","CARBON PA"
"2256","Centre","Pennsylvania","42027","PA","CENTRE","CENTRE PA"
"2257","Chester","Pennsylvania","42029","PA","CHESTER","CHESTER PA"
"2258","Clarion","Pennsylvania","42031","PA","CLARION","CLARION PA"
"2259","Clearfield","Pennsylvania","42033","PA","CLEARFIELD","CLEARFIELD PA"
"2260","Clinton","Pennsylvania","42035","PA","CLINTON","CLINTON PA"
"2261","Columbia","Pennsylvania","42037","PA","COLUMBIA","COLUMBIA PA"
"2262","Crawford","Pennsylvania","42039","PA","CRAWFORD","CRAWFORD PA"
"2263","Cumberland","Pennsylvania","42041","PA","CUMBERLAND","CUMBERLAND PA"
"2264","Dauphin","Pennsylvania","42043","PA","DAUPHIN","DAUPHIN PA"
"2265","Delaware","Pennsylvania","42045","PA","DELAWARE","DELAWARE PA"
"2266","Elk","Pennsylvania","42047","PA","ELK","ELK PA"
"2267","Erie","Pennsylvania","42049","PA","ERIE","ERIE PA"
"2268","Fayette","Pennsylvania","42051","PA","FAYETTE","FAYETTE PA"
"2269","Forest","Pennsylvania","42053","PA","FOREST","FOREST PA"
"2270","Franklin","Pennsylvania","42055","PA","FRANKLIN","FRANKLIN PA"
"2271","Fulton","Pennsylvania","42057","PA","FULTON","FULTON PA"
"2272","Greene","Pennsylvania","42059","PA","GREENE","GREENE PA"
"2273","Huntingdon","Pennsylvania","42061","PA","HUNTINGDON","HUNTINGDON PA"
"2274","Indiana","Pennsylvania","42063","PA","INDIANA","INDIANA PA"
"2275","Jefferson","Pennsylvania","42065","PA","JEFFERSON","JEFFERSON PA"
"2276","Juniata","Pennsylvania","42067","PA","JUNIATA","JUNIATA PA"
"2277","Lackawanna","Pennsylvania","42069","PA","LACKAWANNA","LACKAWANNA PA"
"2278","Lancaster","Pennsylvania","42071","PA","LANCASTER","LANCASTER PA"
"2279","Lawrence","Pennsylvania","42073","PA","LAWRENCE","LAWRENCE PA"
"2280","Lebanon","Pennsylvania","42075","PA","LEBANON","LEBANON PA"
"2281","Lehigh","Pennsylvania","42077","PA","LEHIGH","LEHIGH PA"
"2282","Luzerne","Pennsylvania","42079","PA","LUZERNE","LUZERNE PA"
"2283","Lycoming","Pennsylvania","42081","PA","LYCOMING","LYCOMING PA"
"2284","McKean","Pennsylvania","42083","PA","MCKEAN","MCKEAN PA"
"2285","Mercer","Pennsylvania","42085","PA","MERCER","MERCER PA"
"2286","Mifflin","Pennsylvania","42087","PA","MIFFLIN","MIFFLIN PA"
"2287","Monroe","Pennsylvania","42089","PA","MONROE","MONROE PA"
"2288","Montgomery","Pennsylvania","42091","PA","MONTGOMERY","MONTGOMERY PA"
"2289","Montour","Pennsylvania","42093","PA","MONTOUR","MONTOUR PA"
"2290","Northampton","Pennsylvania","42095","PA","NORTHAMPTON","NORTHAMPTON PA"
"2291","Northumberland","Pennsylvania","42097","PA","NORTHUMBERLAND","NORTHUMBERLAND PA"
"2292","Perry","Pennsylvania","42099","PA","PERRY","PERRY PA"
"2293","Philadelphia","Pennsylvania","42101","PA","PHILADELPHIA","PHILADELPHIA PA"
"2294","Pike","Pennsylvania","42103","PA","PIKE","PIKE PA"
"2295","Potter","Pennsylvania","42105","PA","POTTER","POTTER PA"
"2296","Schuylkill","Pennsylvania","42107","PA","SCHUYLKILL","SCHUYLKILL PA"
"2297","Snyder","Pennsylvania","42109","PA","SNYDER","SNYDER PA"
"2298","Somerset","Pennsylvania","42111","PA","SOMERSET","SOMERSET PA"
"2299","Sullivan","Pennsylvania","42113","PA","SULLIVAN","SULLIVAN PA"
"2300","Susquehanna","Pennsylvania","42115","PA","SUSQUEHANNA","SUSQUEHANNA PA"
"2301","Tioga","Pennsylvania","42117","PA","TIOGA","TIOGA PA"
"2302","Union","Pennsylvania","42119","PA","UNION","UNION PA"
"2303","Venango","Pennsylvania","42121","PA","VENANGO","VENANGO PA"
"2304","Warren","Pennsylvania","42123","PA","WARREN","WARREN PA"
"2305","Washington","Pennsylvania","42125","PA","WASHINGTON","WASHINGTON PA"
"2306","Wayne","Pennsylvania","42127","PA","WAYNE","WAYNE PA"
"2307","Westmoreland","Pennsylvania","42129","PA","WESTMORELAND","WESTMORELAND PA"
"2308","Wyoming","Pennsylvania","42131","PA","WYOMING","WYOMING PA"
"2309","York","Pennsylvania","42133","PA","YORK","YORK PA"
"2310","Bristol","Rhode Island","44001","RI","BRISTOL","BRISTOL RI"
"2311","Kent","Rhode Island","44003","RI","KENT","KENT RI"
"2312","Newport","Rhode Island","44005","RI","NEWPORT","NEWPORT RI"
"2313","Providence","Rhode Island","44007","RI","PROVIDENCE","PROVIDENCE RI"
"2314","Washington","Rhode Island","44009","RI","WASHINGTON","WASHINGTON RI"
"2315","Abbeville","South Carolina","45001","SC","ABBEVILLE","ABBEVILLE SC"
"2316","Aiken","South Carolina","45003","SC","AIKEN","AIKEN SC"
"2317","Allendale","South Carolina","45005","SC","ALLENDALE","ALLENDALE SC"
"2318","Anderson","South Carolina","45007","SC","ANDERSON","ANDERSON SC"
